quote_date,num_positions,total_delta,total_gamma,total_vega,total_theta,gross_delta,gross_gamma,gross_vega,gross_theta
2023-04-24,15,0.0681521148330953,-4.202508625088937e-06,-148.74650730761056,17.053114473847028,0.2717242765472441,0.0004757937482027,1044.7617571446958,123.8517920283762
2023-04-25,13,0.2208880576175736,8.71339813694064e-05,114.7013094262966,-17.44000446897308,0.2253326311550801,0.0004098271570963,936.4755537518358,115.1796387448242
2023-04-26,14,0.2372825904894188,1.0061576744238883e-06,-5.671987489642067,14.298544587582224,0.2372825904894188,0.0004552317612818,837.9428927488132,134.16957012105124
2023-04-27,9,0.2894872545298599,-2.596479620284844e-05,81.64096578733898,-15.131143852540465,0.3114165464040103,0.0004227971570983,974.6860306060976,148.76346368536497
2023-04-28,12,-0.0021459469252752,-5.568532742861488e-05,196.75785910052696,-14.857699081319623,0.3863278731890103,0.0005326676134199,1115.493395092294,151.74277984482956
2023-05-01,12,-0.0174072245673601,-0.0001015363182172,-163.2532888742616,-9.810774560534378,0.3949310289827585,0.000478129904364,1212.1775783295948,154.59051343657396
2023-05-02,6,-0.0781484630148302,7.006051181945261e-05,368.08246517536105,-32.6656825938645,0.1904052367695488,0.0002940830560222,881.2293032424652,76.24022025475469
2023-05-03,12,0.1484792880766625,4.5374182825757744e-05,-141.4266253953165,0.7457571239457543,0.332076746189582,0.0005042352604926,1210.8571825367137,109.19663724947534
2023-05-04,9,0.2123264578885057,3.5612040906154214e-05,-107.43570929378076,21.45840175854972,0.2123264578885057,0.0004206182722402,1023.49159105825,116.07351658730512
2023-05-05,4,-0.4059961208365432,-2.2452628365231156e-05,-17.39534269102191,83.34098694036794,0.5077251276745265,0.0006491894489309,1358.0088221583237,140.4716109982955
2023-05-08,13,-0.1397622582818494,-0.0001807343957109,-464.9203419027213,55.41655819898329,0.332894398362335,0.0004526613295967,901.9778635328972,105.9268477414609
2023-05-09,13,0.0556067248644869,0.0001424089811066,475.5578054978615,-63.40279724482357,0.1822863661593049,0.0003579947462004,650.1327704231026,95.89988567939946
2023-05-10,7,0.2970031562392201,9.112582530934642e-05,310.1601471665232,-5.662516926661212,0.2970031562392201,0.0005834345492042,1127.339152297228,175.5444392095594
2023-05-11,10,0.0546570122065475,6.3188520435226096e-06,-82.18746378498007,42.11928493437933,0.1983846911228797,0.000370665452499,703.4926359823296,109.03758983038934
2023-05-12,9,-0.1033450673959683,-0.000102428293412,-68.8988021977813,5.107008396877861,0.3447413002603995,0.0004797212148675,1187.1601270479084,141.52762383419352
2023-05-15,9,-0.0106312248241961,-4.6924801899045e-05,74.41486671607417,-15.173644230339734,0.308961259697217,0.0005040975246553,1203.7192474440976,130.77389522925185
2023-05-16,14,-0.0338736360287728,-3.4147857826331856e-05,-48.572192540728096,0.5373154260263835,0.3861659717556758,0.0005529550652584,1184.7874944234495,183.04402083990632
2023-05-17,14,0.0853200090764408,7.465278594345398e-05,71.4886217261648,17.482874577798615,0.3502215417760436,0.0005109127750519,1181.827100142459,138.0147269519328
2023-05-18,11,-0.1412830758580004,0.0001437928396678,-111.49819382368734,16.184683782611543,0.4851053770006726,0.0005539474331959,1301.6679985210008,153.19710035601037
2023-05-19,8,-0.0087320575928177,8.487512013943723e-07,87.80106255182375,1.7285712924291443,0.1894068043539509,0.0002942555316593,1012.382540493721,104.27934895456951
2023-05-22,7,0.1875281014361544,-6.276600449379884e-05,23.58642595463849,-25.87268584169074,0.3337250345300575,0.0003749353324132,1069.4276676077216,110.84847933539923
2023-05-23,10,0.0482060175900667,-9.33766987563754e-05,-12.099562936772884,-8.284120277236255,0.3682891651234412,0.0004535149496671,1180.123959662247,114.2794283607619
2023-05-24,7,0.0518585500639691,-1.6690400838911438e-05,-102.43740689374432,16.98449595127132,0.2629103455408436,0.0004357173375213,1026.3684339758256,135.40362848614117
2023-05-25,8,0.4450776526020092,-3.0558570975339926e-05,-111.52424933792948,-32.54669611878104,0.4450776526020092,0.0004071621776416,934.2621529104406,160.2840889035909
2023-05-26,7,-0.0488193924552595,-5.1914577488886766e-05,-89.41666828748316,32.06369404530842,0.2420733542748201,0.0004304807815634,1023.2505926073496,124.8705718993399
2023-05-30,11,0.0405031371206019,3.78283274141785e-05,-204.0162202550349,0.4008755611970853,0.3903305272008116,0.000479759185289,1281.774353058782,159.4958742282185
2023-05-31,17,0.0223435070528201,7.674406016749784e-05,-107.42750294087782,22.774139903706715,0.356288705473227,0.0004427534507911,1083.6776216677774,127.61867814896408
2023-06-01,11,0.3815790013678561,6.692777103601523e-06,-23.17101864874792,-28.65570144554092,0.3815790013678561,0.0006163009151838,1269.344932263754,141.77312158775874
2023-06-02,15,-0.0211727515201024,-1.5598088889231908e-05,127.4135042877078,5.853572346890653,0.4269209259252572,0.000570364862575,1337.5735242332173,163.11299171851385
2023-06-05,5,-0.2870916584329541,-0.000285856114566,-213.62409036394317,60.17445067981922,0.2870916584329541,0.0005540513015713,1137.8349068851917,154.6277632530322
2023-06-06,13,-0.1002745281245969,-0.0001055452936718,-78.95349597465221,24.49744182793018,0.2859999460302963,0.000435510875519,1150.1361600046537,113.23920849968968
2023-06-07,15,0.0792428038228326,6.42214760682782e-05,66.93993696543376,-6.20299200417775,0.2191326893061984,0.0004364315792509,998.1719490494949,110.6023685076972
2023-06-08,15,0.1811476988167359,3.492281969435204e-05,51.4263457663608,-10.95097943172772,0.244887600903716,0.0004544456115872,1035.6686660126568,109.46915267324596
2023-06-09,9,-0.2081833968217356,4.796427216152773e-05,286.4860377245557,43.17420110332401,0.4344325432421415,0.0006290711410139,1318.6452325245598,148.49829972830838
2023-06-12,13,0.0230578159782212,-0.000111366056042,-403.4138580854439,22.427158553481235,0.1637139884120908,0.000430155300867,742.772131537831,97.94140893681129
2023-06-13,18,0.1756436722101714,0.0001592357756243,190.88833798883735,-42.4075778995813,0.2606622616944033,0.0004934101559436,858.6767783380773,124.75072415570688
2023-06-14,15,0.1103224607708842,-3.681881176643661e-05,72.80499770964606,22.14345186776969,0.2779822793490812,0.0005082160835157,976.6503336864428,147.04886510825847
2023-06-15,13,-0.0262070437596902,-3.734056459331286e-05,4.887226062899572,-6.656453859331734,0.3523477442164498,0.000510992373012,1332.1753748849987,152.5488424663592
2023-06-16,9,-0.4449528680814015,-0.0001470769702839,-324.0750115643763,91.5333241291342,0.4449528680814015,0.0005106446357655,1253.968266101599,170.6592899136221
2023-06-20,10,0.2123278049597809,1.400912169447944e-05,-57.992196195673415,-19.04855549373161,0.2514703421545298,0.0002688589265297,811.6796351088997,113.38026739519223
2023-06-21,10,0.2141364120809076,7.354562441648259e-05,190.39967297464216,-28.460743222644204,0.2645539202929267,0.0004480806568764,1160.7216148339346,134.87869840190766
2023-06-22,15,0.112163112990597,4.757775866758444e-05,-73.86216508605138,7.772678181201045,0.2317939634602167,0.0004138054915253,1040.1942018303437,107.42079245127546
2023-06-23,10,-0.0493106064323659,0.0001127299546868,-139.60271472041995,29.341001146376144,0.2398017961573444,0.0003572559765153,729.1975551824077,90.42439783228646
2023-06-26,13,0.0025501375863247,4.713570445401039e-05,108.8920482055831,-4.008639967671328,0.1948458338085343,0.0003578847989372,887.8578891834493,71.09857021818016
2023-06-27,9,-0.0085106303596548,-1.788495379108214e-05,-451.7514837588908,48.141471331944345,0.2235138472698005,0.0003083467263791,647.2318223405372,71.95991986171941
2023-06-28,14,0.1512371587732076,0.0001652854987947,211.6620702165372,-29.63137925549627,0.2741740622210681,0.0004714778231194,1218.3599054722554,113.40829334408689
2023-06-29,13,0.0529796280425291,-5.4010956670478e-05,-183.2985757850596,5.955200441371683,0.1242439949260367,0.0002873878411046,714.8285002651793,87.98207921793589
2023-06-30,7,-0.0347208127119809,9.678176636501743e-05,32.36199895952948,20.10628879472739,0.2162887633951418,0.000413166538328,772.0044131722157,116.44781934659989
2023-07-03,9,0.0018245415521893,-0.0001563500414807,-161.3441651432879,7.309794587715469,0.2394159061912222,0.0004783010012,947.188886840506,114.31508491471796
2023-07-05,13,0.0544131870618779,3.991781749523134e-05,35.73032269698563,5.695397875418956,0.3374919781800246,0.0004563180810005,1232.7387828440956,131.39188511639935
2023-07-06,6,0.0691627201214156,0.0001389302618449,189.5034690229523,-16.091623609346044,0.3756386657230116,0.0005202914181057,1266.7045214033064,162.68087454070923
2023-07-07,10,0.1539412879729027,4.895469736604815e-05,61.43096104165615,11.870605680585468,0.1539412879729027,0.000323939246855,740.0922889989375,99.1214060291274
2023-07-10,7,-0.1737141838744317,-0.0001223695721,-291.23656218310606,55.2565978168244,0.3284943056055185,0.0003793196056292,1067.174193030138,115.09846294581422
2023-07-11,14,0.1228116490110294,9.355412932755183e-05,183.63478289780977,-16.802581910833077,0.2351771963125023,0.0003845701401302,1031.980148971258,110.91175189061208
2023-07-12,9,0.1243090280769572,0.0001279459016163,-25.85628649379581,-6.960380777257052,0.2183623450218853,0.0004267847314172,1013.174292591552,89.59270112660765
2023-07-13,14,0.1495497067866173,2.483858371417316e-05,-152.84681769810155,12.002435281612833,0.1495497067866172,0.0003480376775859,822.8868110387175,84.53967614083962
2023-07-14,12,0.0608207723188525,7.491571594279182e-05,180.4426437206004,-9.422790114991717,0.3267535329433289,0.0004799192371624,1232.668982903987,122.67877990183808
2023-07-17,12,0.0914992627979285,-5.922932582116231e-05,-207.24388941458065,9.430817494941138,0.2598301100308707,0.0004878893895805,1008.4852606665744,118.514577279515
2023-07-18,11,0.2402975365894779,0.0001689628441631,140.9872544170464,-40.00655756605173,0.2402975365894779,0.0003997693527576,975.8646113071848,122.41761365673366
2023-07-19,6,0.3096506728295174,0.0002998522424054,297.15851771363,-78.44482343368976,0.3096506728295174,0.0005280957697925,1214.7347472155825,160.23356577312404
2023-07-20,13,0.2565365611084683,0.0001330853749624,235.42923771048072,-34.53260310875126,0.2565365611084683,0.0004122735078724,1049.83578478108,134.6056458271526
2023-07-21,12,0.140779003351994,7.999100390790957e-05,-111.11701547034792,-24.01414759384599,0.2851608730754009,0.000548861287247,1233.2844230747185,117.91915142070609
2023-07-24,8,0.0158336749087633,-0.0001234685374931,-281.203604248894,-4.135487695218071,0.1631290554569514,0.0003750934186501,845.1630886026559,97.23726549870524
2023-07-25,8,0.091515790142435,4.782845154038276e-05,-103.26814674499828,-18.359794762330413,0.1803781920361982,0.0003110334053654,977.5948656057956,96.61758377674096
2023-07-26,13,0.0344453121255316,0.0001102817652657,3.571830663929841,7.879987104412042,0.2276010809582951,0.0003972658487349,1051.007747131655,78.16651875077308
2023-07-27,6,-0.0570944219224841,2.946612618471577e-05,1.0437801821092592,31.592208308950585,0.3491577236103735,0.00039314168637,1071.703206343179,154.46732148625776
2023-07-28,9,-0.0527424942152631,0.0001286502794478,-61.74355362304704,20.476565164113303,0.3476101025928669,0.0003465484680668,915.1245309549824,137.7439985945064
2023-07-31,6,-0.0471604667996163,0.0002307569352468,238.4322607672115,-2.62751981562873,0.2762833532268419,0.0004344286234521,1113.5392533621605,85.18170405071403
2023-08-01,7,-0.0545222096557782,-2.929447035615847e-05,-128.3792072215016,10.66597795690138,0.2137935457549112,0.0003050745424248,1108.9517284777169,103.64394930974274
2023-08-02,11,0.2012520276550936,0.0001272511464748,35.6476554970581,-30.79525026367544,0.2622640591271769,0.0004007481023309,1168.8046091585318,117.45696335629265
2023-08-03,8,0.2839135425556978,0.0001558626245875,177.3495179359411,-42.78352148524717,0.2839135425556978,0.0005034062814827,1251.8250903317166,147.49465325239794
2023-08-04,11,0.1589139332885711,-5.358015568354022e-05,-321.8721367091,24.12743645668694,0.1589139332885711,0.0002904902269591,722.9234819112461,88.5838116292847
2023-08-07,15,0.0798625400754291,4.326317474554822e-05,-207.8073073520497,22.403456166698017,0.1785136232186742,0.0003351600520279,792.6749584932908,96.61236881828764
2023-08-08,8,0.1433417408886086,-1.7470217292465224e-05,-315.1358285876841,4.398934449970394,0.1634544063316517,0.0003154639852306,800.946570228861,91.76756883592566
2023-08-09,9,0.190295652842369,2.107423204721041e-05,-132.2111161061073,6.128921895527585,0.190295652842369,0.0003894191647512,939.8637722795432,104.12379366347432
2023-08-10,12,0.1174668775873501,5.4636969680222914e-05,0.9812338348283732,4.786016123590471,0.3218954981396656,0.0004401017466424,1201.475574121424,128.70350156591405
2023-08-11,7,-0.1558282197412892,-1.965888194856816e-05,-3.783165000874249,12.901848587391964,0.2473800782599877,0.0003706772505327,1194.691548190177,120.96385678561892
2023-08-14,13,-0.073139771547475,-6.878701778884478e-05,-61.466731180604384,1.9257147574843885,0.2635974465305478,0.0005023276941203,1244.502832488464,140.34367904778065
2023-08-15,10,-0.15194207434471,-0.0001005721227619,-295.32491705271366,38.79554637312231,0.2232707125562908,0.0004523685096216,986.2477225707426,113.54273271153885
2023-08-16,6,-0.0089092385584384,4.274889749523577e-06,-62.57397798041029,5.105237594554605,0.4131305065808274,0.000498116311963,1267.8273329240676,184.55434161993244
2023-08-17,12,-0.0074183935717828,0.0001496329138379,-42.30205959067602,0.9462284507878138,0.3923180261200745,0.0006068856418657,1236.3444017026495,118.24159351978354
2023-08-18,5,-0.0131056180660241,4.7599744193556283e-07,232.9656469644399,3.0209028332732686,0.2483821590449018,0.0004064402116678,1004.7836019839106,105.89664092809384
2023-08-21,17,-0.0247567039641207,-0.0001180966352116,-271.8577152020878,22.06279285049767,0.307435145197619,0.0004977291466308,1011.7683142511496,124.5360711490381
2023-08-22,12,0.1758296816950842,-2.174161739521762e-05,-244.00518815252696,-14.350721868688373,0.2894187198060758,0.0004907853745991,1083.3211132612385,115.00540915352332
2023-08-23,12,0.1489087038941378,0.0001601736255168,232.09434272288917,-20.036659374114983,0.224898232536638,0.0004443412484876,1136.074195754716,122.80000860790764
2023-08-24,9,0.1261767641081261,6.66236315777749e-05,-10.65662150100674,-6.110175386877319,0.1908593285322253,0.000372918596727,960.5695728947438,110.6852462139079
2023-08-25,11,0.1806140284501827,-4.880499643089896e-05,-243.16708922817796,6.9494397629182,0.1955213409260472,0.0003667482118075,932.6027060344014,99.72534129174689
2023-08-28,14,-0.1701427715337446,-7.008487469838524e-05,-173.10400296632872,24.28919914571212,0.3729702195322018,0.0005420915462235,1384.941158186212,132.6911956220733
2023-08-29,13,0.1594353815299445,-2.5469581598802504e-05,-291.5564990634922,-11.588037083985256,0.22526022662948,0.0004639255321766,970.9715388655068,109.59913613462204
2023-08-30,11,0.1831262624556368,5.2656475642893865e-05,107.61608686657752,-9.296892733694843,0.2112940895974468,0.0004085923339534,1079.5916030975818,120.04717451866856
2023-08-31,11,-0.1554435234975327,0.0001464564000771,-29.582675173142437,13.517485812568818,0.3565790309275689,0.0005277259344854,1291.2332081562834,122.57082930309704
2023-09-01,12,-0.2490272163972546,-9.997050172642835e-05,59.205151368352205,42.13696200432971,0.3820918861321905,0.0006479474506993,1412.2556077072718,158.47885141769703
2023-09-05,13,-0.0243003417448983,-2.279143461918929e-07,-245.5585495072397,0.3743947637571234,0.2957512143089356,0.0005945965352596,1135.008475987319,99.80584629732822
2023-09-06,12,0.2455153567920034,0.0001222514782446,84.73477612696988,-33.886883943740585,0.2455153567920034,0.0004824657281275,1112.2818574012165,115.80240572344294
2023-09-07,12,0.1580301422744482,-8.286849394838471e-05,-310.5664149061356,23.73226326986661,0.1580301422744482,0.0003488347455726,725.700170695476,68.7092946697204
2023-09-08,13,-0.01141400049878,0.0001201358900774,-25.87195985085428,-12.693302711811612,0.3613256761307951,0.0005910761339127,1207.3199203615363,140.8571097122411
2023-09-11,6,-0.2054522836329364,-5.144472403089238e-05,-193.6634152496671,52.309427238369175,0.323618049469236,0.0003250318654888,915.5696201534084,125.58176360855
2023-09-12,12,0.2757715950899067,-7.410965487000354e-05,-149.16876543820624,-23.05373585923865,0.3019386109143284,0.0004895477317812,1123.4134239041846,107.5425944211464
2023-09-13,13,0.0353913671153547,8.624265595234788e-06,-143.05743173156895,24.186248676161675,0.2233588293003423,0.0003639752060258,853.0970056432444,88.78806166410637
